obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""1941.03""","=""""","=""5.90e+03""","=""2.38e-04""","=""1.06e-01""","=""-2.778""",E,"=""7.0916515""","=""7.730406""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.6d""","=""3F*""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""1943.828""","=""1943.828""","=""48""","=""4.42e+06""","=""4.18e-01""","=""8.02e+01""","=""0.098""",B,"=""6.0827393""","=""6.7205746""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.3d""","=""3D*""","=""2""",3,5,,"=""T8363c22""","=""L4745""",
"=""1949.870""","=""1949.869""","=""13""","=""1.37e+06""","=""1.30e-01""","=""2.50e+01""","=""-0.409""",C,"=""6.1247785""","=""6.7606376""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.5s""","=""3P*""","=""2""",3,5,,"=""T6066LS""","=""L4745""",
"=""""","=""1951.143""","=""""","=""2.13e+06""","=""7.29e-02""","=""2.34e+01""","=""-0.438""",C,"=""6.0986113""","=""6.7340552""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.5s""","=""3P*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""1951.348""","=""""","=""2.57e+06""","=""1.46e-01""","=""2.82e+01""","=""-0.359""",C+,"=""6.0827393""","=""6.7181165""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.3d""","=""3D*""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""1961.57""","=""""","=""1.12e+04""","=""6.48e-04""","=""2.93e-01""","=""-2.343""",D+,"=""5.9840096""","=""6.616075""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.3d""","=""1F*""","=""3""",7,7,,"=""T8363c22""","=""""",
"=""1972.788""","=""1972.789""","=""110""","=""5.79e+06""","=""4.73e-01""","=""1.54e+02""","=""0.374""",B,"=""6.0986113""","=""6.7270828""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""3D*""","=""3""",5,7,,"=""T8363c22""","=""L4745""",
"=""1993.432""","=""1993.432""","=""31""","=""1.57e+06""","=""9.33e-02""","=""3.06e+01""","=""-0.331""",B,"=""6.0986113""","=""6.7205746""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""3D*""","=""2""",5,5,,"=""T8363c22""","=""L4745""",
"=""""","=""1997.92""","=""""","=""1.25e+06""","=""7.47e-02""","=""1.47e+01""","=""-0.650""",C,"=""6.7181165""","=""7.338682""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""1998.09""","=""""","=""4.83e+05""","=""4.05e-02""","=""1.33e+01""","=""-0.694""",D+,"=""7.1660476""","=""7.786562""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.6d""","=""1F*""","=""3""",5,7,,"=""T6066""","=""""",
"=""""","=""2001.342""","=""""","=""1.84e+05""","=""6.63e-03""","=""2.18e+00""","=""-1.480""",C+,"=""6.0986113""","=""6.7181165""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""3D*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""2005.87""","=""""","=""4.12e+05""","=""1.49e-02""","=""4.92e+00""","=""-1.128""",D+,"=""6.7205746""","=""7.338682""","=""3s2.3p.3d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""2030.735""","=""""","=""1.97e+06""","=""4.07e-02""","=""8.16e+00""","=""-0.913""",D+,"=""6.6191858""","=""7.2297243""","=""3s2.3p.3d""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1S""","=""0""",3,1,,"=""T6066""","=""""",
"=""""","=""2034.941""","=""""","=""1.20e+06""","=""7.47e-02""","=""1.50e+01""","=""-0.650""",C,"=""6.1247785""","=""6.7340552""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.5s""","=""3P*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""2035.333""","=""""","=""2.17e+00""","=""2.25e-07""","=""4.52e-05""","=""-6.171""",E,"=""5.6135319""","=""6.2226912""","=""3s.3p3""","=""3D*""","=""1""","=""3s2.3p.4p""","=""1D""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""2042.584""","=""""","=""9.73e+01""","=""6.09e-06""","=""2.05e-03""","=""-4.516""",E,"=""5.6156943""","=""6.2226912""","=""3s.3p3""","=""3D*""","=""2""","=""3s2.3p.4p""","=""1D""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""2054.425""","=""""","=""3.37e+03""","=""1.52e-04""","=""7.21e-02""","=""-2.973""",D,"=""5.6191930""","=""6.2226912""","=""3s.3p3""","=""3D*""","=""3""","=""3s2.3p.4p""","=""1D""","=""2""",7,5,,"=""T8363c22""","=""""",
"=""""","=""2063.834""","=""""","=""1.15e+06""","=""2.45e-02""","=""4.99e+00""","=""-1.134""",D+,"=""6.1247785""","=""6.7255253""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.5s""","=""3P*""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""2092.284""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4745""",
"=""2136.007""","=""2136.003""","=""21""","=""6.07e+06""","=""2.49e-01""","=""8.75e+01""","=""0.095""",C+,"=""6.2226912""","=""6.8031408""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.5s""","=""1P*""","=""1""",5,3,,"=""T6066""","=""L4745""",
"=""""","=""2155.06""","=""""","=""6.08e+04""","=""1.27e-02""","=""9.01e-01""","=""-1.896""",E,"=""7.1037839""","=""7.679101""","=""3s2.3p.5p""","=""3P""","=""0""","=""3s2.3p.5d""","=""3P*""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""2159.14""","=""""","=""1.82e+05""","=""4.24e-03""","=""9.04e-01""","=""-1.896""",E,"=""7.1078640""","=""7.682093""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3P*""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""2170.45""","=""""","=""4.47e+04""","=""3.16e-03""","=""6.77e-01""","=""-2.023""",E,"=""7.1078640""","=""7.679101""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3P*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""2206.873""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4745""",
"=""""","=""2215.75""","=""""","=""4.21e+04""","=""5.16e-03""","=""1.13e+00""","=""-1.810""",D,"=""7.1078640""","=""7.667423""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3P*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""2238.19""","=""""","=""6.81e+04""","=""3.07e-03""","=""1.13e+00""","=""-1.814""",D,"=""7.1251535""","=""7.679101""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3P*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""2254.37""","=""""","=""1.17e+06""","=""6.38e-02""","=""3.31e+01""","=""-0.350""",C,"=""6.616075""","=""7.1660476""","=""3s2.3p.3d""","=""1F*""","=""3""","=""3s2.3p.5p""","=""1D""","=""2""",7,5,,"=""T6066""","=""""",
"=""""","=""2263.29""","=""""","=""1.67e+05""","=""4.28e-03""","=""9.57e-01""","=""-1.891""",D,"=""7.1342886""","=""7.682093""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.5d""","=""3P*""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""2267.194""","=""""","=""7.23e+05""","=""9.29e-02""","=""2.08e+01""","=""-0.555""",C,"=""6.6191858""","=""7.1660476""","=""3s2.3p.3d""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1D""","=""2""",3,5,,"=""T6066""","=""""",
"=""""","=""2275.72""","=""""","=""1.65e+05""","=""1.28e-02""","=""2.88e+00""","=""-1.416""",D,"=""7.1342886""","=""7.679101""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.5d""","=""3P*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""2286.39""","=""""","=""1.15e+05""","=""9.00e-03""","=""3.39e+00""","=""-1.347""",D+,"=""7.1251535""","=""7.667423""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3P*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""2294.083""","=""""","=""9.57e+04""","=""2.27e-02""","=""1.71e+00""","=""-1.644""",C,"=""6.0787337""","=""6.6191858""","=""3s2.3p.4p""","=""3P""","=""0""","=""3s2.3p.3d""","=""1P*""","=""1""",1,3,,"=""T8363c22""","=""""",
"=""""","=""2294.239""","=""""","=""1.96e+05""","=""1.55e-02""","=""5.85e+00""","=""-1.111""",D,"=""7.1660476""","=""7.7064630""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.6d""","=""1D*""","=""2""",5,5,,"=""T6066""","=""""",
"=""""","=""2296.43""","=""""","=""4.72e+05""","=""1.12e-01""","=""8.47e+00""","=""-0.951""",D+,"=""7.2297243""","=""7.769625""","=""3s2.3p.5p""","=""1S""","=""0""","=""3s2.3p.6d""","=""1P*""","=""1""",1,3,,"=""T6066""","=""""",
"=""""","=""2311.213""","=""""","=""2.21e+04""","=""1.77e-03""","=""4.05e-01""","=""-2.275""",D+,"=""6.0827393""","=""6.6191858""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.3d""","=""1P*""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""2325.57""","=""""","=""1.54e+05""","=""2.08e-02""","=""4.78e+00""","=""-1.205""",D+,"=""7.1342886""","=""7.667423""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.5d""","=""3P*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""2371.98""","=""""","=""6.99e+04""","=""1.77e-02""","=""1.38e+00""","=""-1.752""",E,"=""7.1037839""","=""7.626487""","=""3s2.3p.5p""","=""3P""","=""0""","=""3s2.3p.5d""","=""3D*""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""2381.680""","=""""","=""5.46e+02""","=""2.79e-05""","=""1.09e-02""","=""-3.855""",E,"=""6.0986113""","=""6.6191858""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""1P*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""2390.64""","=""""","=""5.12e+04""","=""4.39e-03""","=""1.04e+00""","=""-1.880""",E,"=""7.1078640""","=""7.626487""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3D*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""2396.00""","=""""","=""6.06e+04""","=""7.30e-03""","=""2.88e+00""","=""-1.438""",C+,"=""6.0986113""","=""6.616075""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""1F*""","=""3""",5,7,,"=""T8363c22""","=""""",
"=""""","=""2427.73""","=""""","=""8.83e+04""","=""1.30e-02""","=""3.12e+00""","=""-1.409""",D,"=""7.1078640""","=""7.618564""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3D*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""2435.119""","=""""","=""1.17e+05""","=""1.45e-02""","=""5.81e+00""","=""-1.140""",D+,"=""7.1251535""","=""7.6343040""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3D*""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""2458.094""","=""""","=""7.01e+04""","=""8.89e-03""","=""3.60e+00""","=""-1.352""",C+,"=""6.2226912""","=""6.7270828""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""3D*""","=""3""",5,7,,"=""T8363c22""","=""""",
"=""""","=""2473.09""","=""""","=""3.09e+03""","=""1.70e-04""","=""6.92e-02""","=""-3.071""",E,"=""7.1251535""","=""7.626487""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3D*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""2480.95""","=""""","=""7.40e+05""","=""8.35e-02""","=""6.14e+01""","=""-0.124""",C+,"=""7.1394636""","=""7.639208""","=""3s2.3p.4d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""2490.225""","=""""","=""3.89e+02""","=""3.62e-05""","=""1.48e-02""","=""-3.742""",E,"=""6.2226912""","=""6.7205746""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""3D*""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""2502.581""","=""""","=""7.96e+03""","=""4.48e-04""","=""1.85e-01""","=""-2.650""",D,"=""6.2226912""","=""6.7181165""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""3D*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""2507.734""","=""""","=""4.92e+03""","=""4.64e-04""","=""1.15e-01""","=""-2.856""",D,"=""6.1247785""","=""6.6191858""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.3d""","=""1P*""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""2512.80""","=""""","=""2.65e+04""","=""2.51e-03""","=""1.04e+00""","=""-1.901""",D,"=""7.1251535""","=""7.618564""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3D*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""2529.23""","=""""","=""5.34e+04""","=""3.07e-03""","=""1.28e+00""","=""-1.814""",D,"=""7.319059""","=""7.809264""","=""3s2.3p.4d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""2544.88""","=""""","=""1.58e+05""","=""1.53e-02""","=""3.85e+00""","=""-1.338""",D+,"=""7.3220738""","=""7.809264""","=""3s2.3p.4d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""2555.957""","=""""","=""6.26e+03""","=""1.02e-03""","=""2.58e-01""","=""-2.514""",C,"=""5.6135319""","=""6.0986113""","=""3s.3p3""","=""3D*""","=""1""","=""3s2.3p.4p""","=""3P""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""2567.402""","=""""","=""8.66e+04""","=""8.56e-03""","=""3.62e+00""","=""-1.369""",C,"=""5.6156943""","=""6.0986113""","=""3s.3p3""","=""3D*""","=""2""","=""3s2.3p.4p""","=""3P""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""2586.138""","=""""","=""4.27e+05""","=""3.06e-02""","=""1.82e+01""","=""-0.669""",C+,"=""5.6191930""","=""6.0986113""","=""3s.3p3""","=""3D*""","=""3""","=""3s2.3p.4p""","=""3P""","=""2""",7,5,,"=""T8363c22""","=""""",
"=""""","=""2642.418""","=""""","=""1.24e+05""","=""1.30e-02""","=""3.40e+00""","=""-1.409""",C,"=""5.6135319""","=""6.0827393""","=""3s.3p3""","=""3D*""","=""1""","=""3s2.3p.4p""","=""3P""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""2654.652""","=""""","=""3.42e+05""","=""2.17e-02""","=""9.48e+00""","=""-0.965""",C+,"=""5.6156943""","=""6.0827393""","=""3s.3p3""","=""3D*""","=""2""","=""3s2.3p.4p""","=""3P""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""2665.170""","=""""","=""4.92e+05""","=""1.74e-02""","=""4.59e+00""","=""-1.282""",C,"=""5.6135319""","=""6.0787337""","=""3s.3p3""","=""3D*""","=""1""","=""3s2.3p.4p""","=""3P""","=""0""",3,1,,"=""T8363c22""","=""""",
"=""""","=""2711.520""","=""""","=""2.44e+06""","=""3.76e-01""","=""1.68e+02""","=""0.274""",B,"=""7.0692685""","=""7.5265183""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.5d""","=""3F*""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""2726.887""","=""""","=""2.27e+06""","=""4.21e-01""","=""1.13e+02""","=""0.101""",B,"=""7.0644034""","=""7.5190764""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.5d""","=""3F*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""2739.036""","=""""","=""2.66e+06""","=""3.85e-01""","=""2.43e+02""","=""0.431""",B,"=""7.0916515""","=""7.5443078""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.5d""","=""3F*""","=""4""",7,9,,"=""T6066LS""","=""""",
"=""""","=""2756.381""","=""""","=""4.07e+05""","=""4.64e-02""","=""2.11e+01""","=""-0.635""",C,"=""7.0692685""","=""7.5190764""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.5d""","=""3F*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""2758.50""","=""""","=""5.70e+05""","=""9.10e-02""","=""4.13e+01""","=""-0.342""",C+,"=""7.1660476""","=""7.615510""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.5d""","=""1F*""","=""3""",5,7,,"=""T6066""","=""""",
"=""""","=""2840.560""","=""""","=""3.27e+06""","=""6.60e-01""","=""1.85e+02""","=""0.297""",B,"=""7.0398757""","=""7.4763538""","=""3s2.3p.5p""","=""1P""","=""1""","=""3s2.3p.5d""","=""1D*""","=""2""",3,5,,"=""T6066""","=""""",
"=""""","=""2851.085""","=""""","=""2.63e+05""","=""3.21e-02""","=""2.11e+01""","=""-0.648""",C,"=""7.0916515""","=""7.5265183""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.5d""","=""3F*""","=""3""",7,7,,"=""T6066LS""","=""""",
"=""""","=""2900.725""","=""""","=""9.87e+03""","=""8.89e-04""","=""5.94e-01""","=""-2.206""",E,"=""7.0916515""","=""7.5190764""","=""3s2.3p.5p""","=""3D""","=""3""","=""3s2.3p.5d""","=""3F*""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""""","=""2906.446""","=""""","=""1.96e+06""","=""8.27e-02""","=""2.37e+01""","=""-0.605""",C,"=""6.8031408""","=""7.2297243""","=""3s2.3p.5s""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1S""","=""0""",3,1,,"=""T6066""","=""""",
"=""""","=""2915.96""","=""""","=""2.87e+05""","=""4.70e-02""","=""3.16e+01""","=""-0.483""",D+,"=""7.526402""","=""7.951594""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.8d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""3000.99""","=""""","=""7.83e+02""","=""1.48e-04""","=""7.31e-02""","=""-3.131""",E,"=""7.1132583""","=""7.526402""","=""3s2.3p.4d""","=""3F*""","=""2""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
"=""""","=""3033.154""","=""""","=""4.57e+05""","=""1.89e-01""","=""1.89e+01""","=""-0.724""",C,"=""6.7255253""","=""7.1342886""","=""3s2.3p.5s""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3S""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""3046.018""","=""""","=""1.22e+04""","=""2.82e-03""","=""8.48e-01""","=""-2.073""",E,"=""6.7181165""","=""7.1251535""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.5p""","=""3P""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""3064.524""","=""""","=""1.79e+05""","=""2.52e-02""","=""1.27e+01""","=""-0.900""",C,"=""6.7205746""","=""7.1251535""","=""3s2.3p.3d""","=""3D*""","=""2""","=""3s2.3p.5p""","=""3P""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""3068.408""","=""""","=""1.45e+05""","=""6.15e-02""","=""6.21e+00""","=""-1.211""",D+,"=""6.3990739""","=""6.8031408""","=""3s2.3p.4p""","=""1S""","=""0""","=""3s2.3p.5s""","=""1P*""","=""1""",1,3,,"=""T6066""","=""""",
"=""""","=""3073.19""","=""""","=""2.59e+04""","=""3.67e-03""","=""2.60e+00""","=""-1.590""",D,"=""7.1229641""","=""7.526402""","=""3s2.3p.4d""","=""3F*""","=""3""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""3085.88""","=""""","=""2.70e+04""","=""3.85e-03""","=""2.74e+00""","=""-1.569""",E,"=""7.526402""","=""7.928182""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.8d""","=""3F*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""3097.797""","=""""","=""1.29e+06""","=""1.85e-01""","=""5.66e+01""","=""-0.256""",C+,"=""6.7340552""","=""7.1342886""","=""3s2.3p.5s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3S""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3114.627""","=""""","=""9.55e+05""","=""9.92e-02""","=""7.12e+01""","=""-0.158""",C+,"=""6.7270828""","=""7.1251535""","=""3s2.3p.3d""","=""3D*""","=""3""","=""3s2.3p.5p""","=""3P""","=""2""",7,5,,"=""T6066LS""","=""""",
"=""""","=""3127.008""","=""""","=""1.52e+05""","=""1.33e-02""","=""6.87e+00""","=""-1.177""",C+,"=""6.2226912""","=""6.6191858""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""1P*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""3151.74""","=""""","=""2.25e+06""","=""4.70e-01""","=""2.44e+02""","=""0.371""",B,"=""6.2226912""","=""6.616075""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.3d""","=""1F*""","=""3""",5,7,,"=""T8363c22""","=""""",
"=""""","=""3168.66""","=""""","=""9.86e+02""","=""1.06e-04""","=""7.74e-02""","=""-3.130""",E,"=""7.526402""","=""7.917685""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.8d""","=""3F*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""3170.154""","=""""","=""9.80e+05""","=""2.46e-01""","=""7.70e+01""","=""-0.132""",C+,"=""6.7340552""","=""7.1251535""","=""3s2.3p.5s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""3181.142""","=""""","=""2.67e+05""","=""4.05e-02""","=""1.27e+01""","=""-0.915""",C,"=""6.7181165""","=""7.1078640""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.5p""","=""3P""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3201.333""","=""""","=""7.85e+05""","=""7.24e-02""","=""3.82e+01""","=""-0.441""",C+,"=""6.7205746""","=""7.1078640""","=""3s2.3p.3d""","=""3D*""","=""2""","=""3s2.3p.5p""","=""3P""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""3204.23""","=""""","=""2.64e+05""","=""3.16e-02""","=""3.00e+01""","=""-0.546""",C,"=""7.1394636""","=""7.526402""","=""3s2.3p.4d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",9,7,,"=""T6066LS'""","=""""",
"=""""","=""3214.796""","=""""","=""1.03e+06""","=""5.34e-02""","=""1.70e+01""","=""-0.795""",C,"=""6.7181165""","=""7.1037839""","=""3s2.3p.3d""","=""3D*""","=""1""","=""3s2.3p.5p""","=""3P""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""3242.785""","=""""","=""1.22e+06""","=""5.78e-01""","=""6.17e+01""","=""-0.238""",C+,"=""6.7255253""","=""7.1078640""","=""3s2.3p.5s""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3P""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""3258.79""","=""""","=""9.11e+03""","=""8.70e-04""","=""4.67e-01""","=""-2.362""",E,"=""7.4288029""","=""7.809264""","=""3s2.3p.nd""","=""a 3P*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""3263.45""","=""""","=""1.10e+05""","=""5.87e-03""","=""1.89e+00""","=""-1.754""",D,"=""7.0644034""","=""7.444321""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""3297.933""","=""""","=""2.67e+04""","=""4.36e-03""","=""1.42e+00""","=""-1.883""",D,"=""7.0644034""","=""7.4403485""","=""3s2.3p.5p""","=""3D""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3316.781""","=""""","=""8.55e+05""","=""1.41e-01""","=""4.62e+01""","=""-0.374""",C+,"=""6.7340552""","=""7.1078640""","=""3s2.3p.5s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""3318.183""","=""""","=""1.75e+06""","=""1.73e-01""","=""9.45e+01""","=""-0.063""",B,"=""6.7606376""","=""7.1342886""","=""3s2.3p.5s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3S""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""3340.00""","=""""","=""7.49e+05""","=""3.76e-01""","=""4.13e+01""","=""-0.425""",C+,"=""7.2297243""","=""7.600934""","=""3s2.3p.5p""","=""1S""","=""0""","=""3s2.3p.5d""","=""1P*""","=""1""",1,3,,"=""T6066""","=""""",
"=""""","=""3341.172""","=""""","=""7.71e+04""","=""7.74e-03""","=""4.26e+00""","=""-1.412""",D+,"=""7.0692685""","=""7.4403485""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.nd""","=""a 3P*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""3341.200""","=""""","=""2.68e+04""","=""6.28e-03""","=""3.45e+00""","=""-1.503""",D+,"=""6.7205746""","=""7.0916515""","=""3s2.3p.3d""","=""3D*""","=""2""","=""3s2.3p.5p""","=""3D""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""3353.383""","=""""","=""3.31e+06""","=""1.86e-01""","=""6.16e+01""","=""-0.253""",C+,"=""6.7340552""","=""7.1037839""","=""3s2.3p.5s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""0""",3,1,,"=""T6066LS""","=""""",
