obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""287.45775""","=""0.00008""","=""287.457878""","=""0.000005""","=""110""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.66886858""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""287.88185""","=""0.00008""","=""287.881822""","=""0.000005""","=""7""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.66251694""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""287.950021""","=""0.000025""","=""287.950055""","=""0.000004""","=""96""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.76300573""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""288.147751""","=""0.000025""","=""288.147798""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.30279874""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""288.45588""","=""0.00003""","=""288.455832""","=""0.000004""","=""90""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.75545605""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""288.60152""","=""0.00008""","=""288.601421""","=""0.000005""","=""110""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.91120292""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
"=""289.00289""","=""0.00003""","=""289.002866""","=""0.000005""","=""170""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.76932580""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""289.01383""","=""0.00003""","=""289.013808""","=""0.000005""","=""150""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.90507300""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""289.09250""","=""0.00003""","=""289.092485""","=""0.000004""","=""90""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.28873820""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""289.15935""","=""0.00008""","=""289.159388""","=""0.000003""","=""62""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.28774592""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""289.61197""","=""0.00003""","=""289.611975""","=""0.000005""","=""99""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.73829744""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""289.92924""","=""0.00008""","=""289.929222""","=""0.000005""","=""12""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.24285184""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
"=""289.94027""","=""0.00003""","=""289.940240""","=""0.000004""","=""82""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.75545605""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""290.35646""","=""0.00008""","=""290.356325""","=""0.000009""","=""470""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""5.17269076""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""290.935949""","=""0.000014""","=""290.935966""","=""0.000003""","=""350""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.26156312""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""290.99329""","=""0.00003""","=""290.993283""","=""0.000004""","=""79""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.71797586""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""290.99590""","=""0.00003""","=""290.995909""","=""0.000005""","=""130""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.61642808""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""291.12425""","=""0.00008""","=""291.124234""","=""0.000006""","=""240""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.87397449""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
"=""291.34059""","=""0.00008""","=""291.340626""","=""0.000003""","=""160""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.25564399""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""291.519411""","=""0.000012""","=""291.519385""","=""0.000003""","=""520*""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.86820174""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""291.62777""","=""0.00009""","=""291.627705""","=""0.000004""","=""160""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.60719752""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""291.69588""","=""0.00009""","=""291.695867""","=""0.000003""","=""160""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.70771340""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""291.71669""","=""0.00009""","=""291.716645""","=""0.000004""","=""120""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.60590132""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""291.722370""","=""0.000012""","=""291.722372""","=""0.000005""","=""580""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""4.56723370""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L5951""",
"=""291.97760""","=""0.00003""","=""291.977642""","=""0.000008""","=""70""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""5.14897958""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""292.24152""","=""0.00009""","=""292.241483""","=""0.000009""","=""23""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""5.17269076""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""292.638241""","=""0.000021""","=""292.638230""","=""0.000004""","=""190""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.59251660""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""293.15925""","=""0.00009""","=""293.159065""","=""0.000003""","=""6""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.22924662""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""293.21386""","=""0.00009""","=""293.213897""","=""0.000003""","=""480""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.70771340""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""293.25207""","=""0.00009""","=""293.251901""","=""0.000005""","=""240""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.84307504""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L3552""",
"=""293.69433""","=""0.00003""","=""293.694306""","=""0.000003""","=""79""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.67879119""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""293.74760""","=""0.00009""","=""293.747441""","=""0.000005""","=""240""","=""""","=""""","=""""","=""""",,"=""1.022076397""","=""5.24285184""","=""5f.6d.7s2""","=""3F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L3552""",
"=""293.79541""","=""0.00009""","=""293.795236""","=""0.000006""","=""8""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.83525608""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
"=""294.094749""","=""0.000012""","=""294.094747""","=""0.000004""","=""570""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.57153378""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""294.12918""","=""0.00009""","=""294.128757""","=""0.000005""","=""64""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""4.53246214""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
"=""294.386236""","=""0.000016""","=""294.386253""","=""0.000004""","=""330""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.66886858""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""294.395688""","=""0.000022""","=""294.395682""","=""0.000005""","=""180""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.21148155""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""294.45894""","=""0.00003""","=""294.458919""","=""0.000007""","=""71""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.17706807""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""294.712321""","=""0.000012""","=""294.712310""","=""0.000003""","=""510""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.56269969""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""294.73892""","=""0.00003""","=""294.738960""","=""0.000007""","=""120""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.66382864""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""294.809049""","=""0.000021""","=""294.809092""","=""0.000013""","=""190""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""5.1081961""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""294.83237""","=""0.00009""","=""294.832376""","=""0.000007""","=""160""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.17173463""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""295.041458""","=""0.000017""","=""295.041451""","=""0.000005""","=""300""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.55800651""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""295.05012""","=""0.00009""","=""295.049918""","=""0.000004""","=""80""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""4.99097969""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""295.05981""","=""0.00009""","=""295.059993""","=""0.000006""","=""32""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.16849060""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
"=""295.23336""","=""0.00009""","=""295.233263""","=""0.000003""","=""80""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.67879119""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""295.43171""","=""0.00009""","=""295.431726""","=""0.000003""","=""40""","=""""","=""""","=""""","=""""",,"=""0.6897416420""","=""4.88645403""","=""6d3.(4F).7s""","=""5F""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L3552""",
"=""295.62026""","=""0.00009""","=""295.620231""","=""0.000004""","=""16""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.80920361""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
"=""295.82851""","=""0.00009""","=""295.828199""","=""0.000004""","=""16""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""4.50824651""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
"=""295.852564""","=""0.000022""","=""295.852553""","=""0.000004""","=""180""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.19074289""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""295.86311""","=""0.00009""","=""295.863211""","=""0.000006""","=""120""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.54633473""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""296.00015""","=""0.00009""","=""296.000096""","=""0.000011""","=""320""","=""""","=""""","=""""","=""""",,"=""1.022076397""","=""5.2107304""","=""5f.6d.7s2""","=""3F*""","=""2""","=""6d4""","=""1D""","=""2""",5,5,,"=""""","=""L3552""",
"=""296.07165""","=""0.00003""","=""296.071672""","=""0.000007""","=""150""","=""""","=""""","=""""","=""""",,"=""1.005636397""","=""5.19327778""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""296.43075""","=""0.00009""","=""296.430616""","=""0.000004""","=""120""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.18257062""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""296.43866""","=""0.00009""","=""296.438300""","=""0.000004""","=""3""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""4.97129876""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""296.573844""","=""0.000018""","=""296.573848""","=""0.000004""","=""240""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.18055062""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""296.61560""","=""0.00009""","=""296.615393""","=""0.000006""","=""24""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.79513237""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
"=""296.70160""","=""0.00003""","=""296.701521""","=""0.000004""","=""170""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.79391898""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
"=""296.73074""","=""0.00009""","=""296.730809""","=""0.000004""","=""12""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""5.08095949""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""296.75283""","=""0.00009""","=""296.752706""","=""0.000013""","=""8""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""5.1081961""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""297.068874""","=""0.000010""","=""297.068874""","=""0.000004""","=""950""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.17358428""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""297.14330""","=""0.00004""","=""297.143284""","=""0.000008""","=""80""","=""""","=""""","=""""","=""""",,"=""1.005636397""","=""5.17817554""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
"=""297.33059""","=""0.00009""","=""297.330363""","=""0.000008""","=""16""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""5.10007892""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""297.44582""","=""0.00009""","=""297.445851""","=""0.000005""","=""24""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.52403756""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""297.45419""","=""0.00003""","=""297.454134""","=""0.000004""","=""130""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.78334598""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""297.697240""","=""0.000016""","=""297.697262""","=""0.000004""","=""330""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.16477456""","=""6d2.7s2""","=""3F""","=""2""","=""6d3.7p""","=""5G*""","=""3""",5,7,,"=""""","=""L5951""",
"=""297.91943""","=""0.00009""","=""297.919251""","=""0.000007""","=""170""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.12816222""","=""5f.6d.7s2""","=""3H*""","=""4""","=""5f.6d2.7p ""","=""5H""","=""3""",9,7,,"=""""","=""L3552""",
"=""297.96604""","=""0.00009""","=""297.965832""","=""0.000004""","=""130""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.12751162""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""297.990356""","=""0.000021""","=""297.990341""","=""0.000005""","=""200""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.51642123""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""298.097996""","=""0.000014""","=""298.097989""","=""0.000005""","=""410""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.61642808""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""298.69982""","=""0.00009""","=""298.699929""","=""0.000004""","=""3""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""5.08095949""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""298.761045""","=""0.000014""","=""298.761037""","=""0.000004""","=""400""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.60719752""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""298.854382""","=""0.000015""","=""298.854381""","=""0.000004""","=""380""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.60590132""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""298.912785""","=""0.000013""","=""298.912796""","=""0.000004""","=""560""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.76300573""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""299.01440""","=""0.00009""","=""299.014120""","=""0.000011""","=""670""","=""""","=""""","=""""","=""""",,"=""1.291188428""","=""5.43762132""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""299.15893""","=""0.00009""","=""299.158996""","=""0.000004""","=""130""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.14442487""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""299.19032""","=""0.00003""","=""299.190335""","=""0.000005""","=""110""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.75915806""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
"=""299.68356""","=""0.00009""","=""299.683567""","=""0.000005""","=""170""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.61642808""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""299.89760""","=""0.00003""","=""299.897580""","=""0.000004""","=""92""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.74938532""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""300.12278""","=""0.00009""","=""300.122830""","=""0.000005""","=""170""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.48685800""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""300.221151""","=""0.000018""","=""300.221139""","=""0.000005""","=""280""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.48550524""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""300.326207""","=""0.000018""","=""300.326217""","=""0.000004""","=""280""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.12831753""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""300.356160""","=""0.000019""","=""300.356140""","=""0.000007""","=""230""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.60716390""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L5951""",
"=""300.44803""","=""0.00003""","=""300.448037""","=""0.000005""","=""120""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.60590132""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
